,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town
672,3,1,4,3,1,5,5,3,3,few hours a day,4,28,1,female,city
673,4,1,4,3,1,5,4,4,3,less than an hour a day,4,22,2,female,city
674,5,1,4,1,3,3,1,2,4,less than an hour a day,3,18,1,male,city
675,5,3,5,3,2,2,4,3,4,most of the day,3,25,1,female,city
676,5,2,5,3,1,3,3,2,3,few hours a day,3,20,2,female,city
677,4,1,5,5,4,5,1,1,3,few hours a day,2,28,1,female,city
678,5,1,3,5,2,5,3,4,4,few hours a day,3,23,1,female,city
679,5,3,5,3,1,5,1,3,4,few hours a day,4,21,0,female,city
680,5,5,5,4,3,5,5,3,3,few hours a day,3,25,1,female,city
681,5,4,4,3,2,3,5,3,3,few hours a day,3,28,1,female,city
682,4,5,5,3,4,5,2,3,3,few hours a day,1,19,4,male,village
683,5,1,5,4,1,5,,3,4,less than an hour a day,3,30,1,female,village
684,5,1,5,2,3,3,3,2,3,few hours a day,2,28,1,female,village
685,5,3,5,3,2,5,4,4,4,few hours a day,3,19,0,female,village
686,2,3,3,3,3,3,3,3,3,less than an hour a day,3,21,1,male,city
687,5,1,5,3,1,2,5,3,5,few hours a day,3,19,1,male,city
688,5,1,5,3,3,1,5,4,4,few hours a day,4,18,2,female,city
689,5,3,5,5,3,5,1,3,3,few hours a day,4,18,1,male,city
690,5,3,5,4,3,2,4,3,3,few hours a day,3,18,1,male,city
691,5,2,5,3,1,3,5,4,3,less than an hour a day,2,17,0,female,city
692,5,2,5,5,3,3,1,1,3,few hours a day,3,21,1,male,city
693,5,4,4,2,1,3,2,5,3,few hours a day,3,18,1,female,village
694,5,4,5,5,5,1,3,5,3,few hours a day,3,21,4,male,city
695,5,3,4,4,2,5,5,3,3,few hours a day,3,23,0,female,city
696,5,3,5,3,2,3,1,4,3,less than an hour a day,3,18,1,female,city
697,5,1,5,2,4,1,5,4,3,most of the day,2,20,1,female,city
698,5,2,5,3,1,2,2,5,5,most of the day,1,19,0,female,city
699,5,2,5,2,1,1,2,3,3,few hours a day,2,20,1,female,city
700,5,1,5,3,1,5,2,2,3,few hours a day,4,26,3,female,village
701,5,5,5,5,3,5,3,3,4,few hours a day,4,21,1,female,city
702,5,1,4,5,5,2,4,5,3,most of the day,3,19,2,male,city
703,4,1,5,3,1,5,1,1,3,few hours a day,1,23,1,male,city
704,5,2,5,2,1,4,5,3,3,less than an hour a day,3,21,2,female,village
705,5,3,5,4,4,5,1,1,4,few hours a day,3,22,1,female,village
706,5,3,4,2,1,1,1,2,3,few hours a day,1,18,2,male,city
707,5,2,3,2,3,2,1,5,4,few hours a day,4,21,1,female,village
708,5,4,5,2,3,5,1,3,2,few hours a day,3,23,1,male,city
709,5,2,5,2,1,3,1,3,3,less than an hour a day,2,17,0,female,city
710,4,1,5,3,5,2,2,1,4,few hours a day,4,20,1,female,city
711,4,1,3,3,1,5,2,4,3,few hours a day,4,22,1,female,village
712,5,1,5,1,1,3,5,1,4,few hours a day,3,20,1,female,village
713,5,2,3,5,1,3,5,3,3,most of the day,1,19,2,female,village
714,5,3,5,3,3,5,4,2,4,less than an hour a day,5,25,0,female,village
715,4,1,5,4,2,5,2,2,3,few hours a day,3,29,1,male,village
716,5,3,4,5,5,2,3,3,4,less than an hour a day,5,29,2,male,village
717,5,1,5,3,3,5,3,3,3,few hours a day,3,17,1,female,city
718,5,,5,3,1,4,5,4,3,less than an hour a day,3,17,1,female,city
719,4,3,5,3,4,3,2,1,3,few hours a day,2,19,2,male,city
720,4,2,5,5,2,1,1,3,4,few hours a day,4,18,2,female,city
721,5,1,4,1,3,1,3,3,5,less than an hour a day,4,20,3,female,city
722,5,2,5,3,2,1,2,3,4,few hours a day,3,21,0,female,city
723,5,1,5,5,3,1,5,3,4,few hours a day,,18,1,female,city
724,4,2,5,2,2,2,5,3,3,few hours a day,3,19,1,female,city
725,5,3,5,5,1,3,1,2,3,few hours a day,1,19,0,male,village
726,5,4,5,2,1,5,3,5,3,less than an hour a day,2,20,2,male,city
727,5,5,3,1,3,1,3,1,3,less than an hour a day,3,19,1,male,village
728,5,3,5,5,5,5,5,3,3,few hours a day,1,18,1,female,village
729,5,3,,4,4,5,2,3,4,few hours a day,3,18,1,male,city
730,5,1,5,5,1,5,2,3,2,few hours a day,,16,1,female,village
731,5,2,5,4,4,1,1,4,4,few hours a day,4,18,1,female,city
732,5,2,4,5,3,1,2,2,3,few hours a day,3,19,0,female,village
733,4,1,5,5,5,5,2,3,3,most of the day,3,24,2,female,village
734,5,1,4,3,5,1,1,1,5,less than an hour a day,5,19,3,female,city
735,2,1,3,4,3,3,3,2,5,no time at all,5,,1,female,village
736,4,2,5,5,2,4,3,3,3,few hours a day,2,20,1,female,city
737,5,3,5,4,1,5,3,4,3,most of the day,3,21,0,female,city
738,5,,5,1,4,4,1,2,3,few hours a day,2,23,2,male,city
739,5,3,5,5,5,4,2,1,3,few hours a day,4,23,0,male,city
740,4,2,5,4,3,4,3,2,4,less than an hour a day,3,17,1,male,city
741,5,1,5,5,5,1,1,4,5,few hours a day,3,18,3,female,city
742,5,5,5,3,4,1,2,1,1,few hours a day,1,26,5,male,village
743,2,1,1,1,3,2,1,3,4,few hours a day,1,22,0,male,city
744,5,,5,3,1,3,1,4,2,less than an hour a day,2,22,2,male,city
745,5,5,4,4,4,4,3,2,3,most of the day,3,25,2,male,village
746,5,2,5,1,5,4,5,3,4,few hours a day,3,21,1,female,city
747,5,3,5,5,1,1,1,2,4,few hours a day,4,18,2,female,city
748,5,3,5,3,2,5,5,3,3,less than an hour a day,3,15,2,female,city
749,5,1,5,4,1,4,3,3,3,few hours a day,3,17,0,male,city
750,5,1,4,4,4,1,1,2,3,less than an hour a day,4,22,6,female,city
751,5,2,5,2,1,1,1,3,4,few hours a day,4,21,1,female,city
752,5,4,4,3,3,1,2,2,4,few hours a day,1,21,3,female,village
753,5,1,5,4,1,5,2,2,3,few hours a day,2,19,3,female,village
754,4,3,4,3,4,2,2,1,1,few hours a day,1,26,1,male,city
755,5,1,5,3,4,5,1,3,3,few hours a day,3,26,1,female,city
756,5,4,5,5,3,5,1,2,4,few hours a day,4,25,2,male,city
757,5,5,5,2,1,4,2,3,3,few hours a day,4,19,3,female,village
758,5,5,5,2,3,4,2,3,3,few hours a day,3,20,1,male,village
759,5,2,5,5,4,5,2,4,4,few hours a day,4,18,0,male,village
760,5,3,5,4,3,1,3,2,3,few hours a day,4,25,1,female,city
761,5,2,5,2,3,2,1,1,2,few hours a day,1,23,1,male,city
762,5,3,5,5,3,5,1,1,4,less than an hour a day,2,24,1,male,city
763,5,3,5,5,1,5,3,3,4,few hours a day,3,20,3,male,village
764,5,1,5,3,2,2,5,2,4,less than an hour a day,4,19,2,female,village
765,5,2,5,2,3,3,1,4,3,few hours a day,4,18,1,male,village
766,5,4,5,4,3,4,4,2,5,most of the day,4,25,2,female,city
767,1,2,4,3,3,3,3,1,3,few hours a day,3,22,2,male,city
768,4,3,4,3,2,4,4,3,2,few hours a day,2,26,1,male,city
769,3,3,5,4,4,4,2,3,3,less than an hour a day,4,19,0,female,city
770,1,1,4,1,2,2,5,1,2,less than an hour a day,3,16,2,female,city
771,5,1,5,3,3,1,1,3,3,few hours a day,4,18,0,male,city
772,5,1,5,3,1,4,4,2,3,few hours a day,3,20,1,female,city
773,5,2,5,3,3,4,5,4,3,less than an hour a day,3,17,0,female,city
774,3,1,4,4,2,1,2,2,4,most of the day,2,20,0,female,city
775,5,5,5,3,2,5,3,5,5,few hours a day,1,19,3,female,city
776,5,5,5,5,1,3,1,5,5,few hours a day,4,25,1,male,village
777,5,3,5,2,1,1,1,5,3,few hours a day,3,19,1,male,city
778,5,1,5,2,2,5,5,2,3,few hours a day,2,18,0,female,city
779,5,3,5,5,2,5,5,1,3,less than an hour a day,2,17,0,female,village
780,5,4,5,5,4,5,1,3,3,few hours a day,3,18,1,male,city
781,4,2,4,5,1,5,1,3,3,less than an hour a day,2,20,1,female,city
782,5,2,5,2,3,5,2,3,4,most of the day,4,17,3,female,village
783,5,4,5,5,2,5,1,3,3,few hours a day,4,21,1,male,village
784,4,4,5,4,2,1,2,3,4,few hours a day,2,19,1,male,city
785,4,1,5,5,1,4,1,3,2,few hours a day,2,19,0,male,city
786,5,3,4,4,2,1,1,2,4,few hours a day,3,19,0,male,city
787,5,3,5,5,3,2,1,2,4,few hours a day,2,16,1,male,city
788,5,1,4,2,1,1,1,3,3,less than an hour a day,4,18,2,female,city
789,5,4,5,3,1,5,3,1,4,most of the day,2,19,3,male,village
790,5,4,5,3,3,1,2,5,2,few hours a day,4,20,,female,village
791,5,3,5,3,1,1,2,3,3,few hours a day,1,19,1,female,city
792,5,3,3,4,1,3,1,2,4,less than an hour a day,3,21,1,male,village
793,2,4,5,3,4,2,1,3,5,few hours a day,4,24,2,male,city
794,4,1,5,2,1,5,1,1,3,less than an hour a day,5,23,1,male,city
795,5,1,4,4,4,5,5,3,4,most of the day,5,30,0,female,city
796,3,2,3,3,4,4,5,2,4,less than an hour a day,4,27,3,male,city
797,5,3,5,2,2,1,1,5,3,few hours a day,3,19,1,male,city
798,5,2,5,5,2,1,3,3,3,few hours a day,3,18,2,female,city
799,5,2,5,4,4,5,3,4,3,few hours a day,4,18,2,male,city
800,5,1,5,1,4,1,3,2,3,few hours a day,5,17,2,male,city
801,4,4,5,2,1,2,1,3,1,less than an hour a day,1,30,1,female,village
802,5,4,5,3,1,4,5,1,3,few hours a day,4,19,0,female,city
803,5,1,5,3,1,3,5,3,4,most of the day,3,27,5,female,village
804,5,2,5,1,1,5,5,2,4,most of the day,1,21,1,female,village
805,5,3,2,5,1,4,5,3,4,few hours a day,3,17,3,female,city
806,1,1,5,5,1,5,1,2,3,few hours a day,3,20,1,male,city
807,3,1,5,3,1,5,4,3,2,few hours a day,3,20,0,male,city
808,5,3,5,2,1,1,2,2,3,few hours a day,2,20,1,male,city
809,4,1,4,4,1,1,1,1,2,most of the day,2,18,0,male,city
810,5,1,5,4,1,5,5,2,3,few hours a day,1,20,1,male,city
811,5,1,4,4,2,5,3,4,4,few hours a day,4,20,1,male,city
812,5,1,5,5,1,4,1,2,2,few hours a day,1,17,1,female,city
813,5,1,5,3,1,5,1,1,2,few hours a day,1,19,1,male,city
814,5,5,5,3,3,5,5,5,1,few hours a day,2,20,1,female,city
815,5,2,5,4,4,5,1,1,3,few hours a day,3,20,1,male,city
816,5,3,5,5,3,5,5,1,4,few hours a day,2,21,0,male,city
817,3,1,3,1,1,2,1,5,5,most of the day,3,23,0,male,city
818,4,4,3,4,1,4,1,2,3,few hours a day,2,24,2,male,village
819,5,2,4,3,3,5,2,1,3,less than an hour a day,4,17,0,female,city
820,5,1,5,2,3,1,4,2,4,few hours a day,2,18,1,female,city
821,5,1,5,5,1,5,3,4,3,few hours a day,1,17,1,male,city
822,5,1,3,4,1,4,3,3,1,few hours a day,4,19,1,female,city
823,5,3,4,4,1,1,2,5,2,few hours a day,2,21,0,male,city
824,5,1,5,5,1,5,1,1,3,most of the day,4,29,1,female,city
825,4,1,5,2,2,5,2,3,3,few hours a day,2,21,1,female,city
826,5,1,5,4,1,1,4,3,3,few hours a day,1,20,1,female,village
827,5,1,4,2,1,2,2,2,4,few hours a day,1,20,1,female,city
828,1,4,5,2,3,2,2,2,3,few hours a day,4,19,1,male,village
829,5,1,5,3,2,2,4,5,5,few hours a day,3,20,0,female,city
830,5,2,5,4,5,5,5,3,4,most of the day,2,21,1,female,city
831,5,3,5,4,3,3,3,3,4,few hours a day,3,17,2,female,village
832,5,1,3,3,1,2,5,2,3,few hours a day,1,20,1,female,village
833,3,2,5,3,2,1,2,3,3,few hours a day,4,19,1,male,city
834,4,2,5,2,1,3,4,2,4,less than an hour a day,2,21,1,male,city
835,4,1,5,4,4,1,3,3,3,few hours a day,3,19,0,male,city
836,5,1,5,2,1,4,1,1,2,few hours a day,1,19,0,male,city
837,5,1,4,3,4,3,2,1,4,few hours a day,2,20,3,male,city
838,5,2,5,2,1,5,5,1,1,few hours a day,3,21,0,female,city
839,4,1,5,2,1,5,2,2,3,few hours a day,2,23,1,female,city
840,5,1,4,1,3,3,2,2,4,most of the day,4,24,1,female,city
841,5,5,3,3,1,1,4,5,5,few hours a day,1,19,3,male,city
842,,2,5,5,2,4,5,1,1,few hours a day,3,24,2,female,village
843,5,3,5,5,1,5,5,3,3,few hours a day,4,20,1,female,city
844,5,4,5,5,5,4,1,2,4,few hours a day,2,30,2,male,city
845,4,1,5,5,2,4,3,3,3,most of the day,1,20,1,female,city
846,5,5,5,2,2,5,5,4,4,few hours a day,4,23,4,female,city
847,5,1,5,3,1,5,4,5,1,few hours a day,1,19,1,female,city
848,5,2,3,1,1,2,1,1,2,few hours a day,3,19,4,male,city
849,3,1,5,1,5,4,4,5,2,most of the day,2,22,2,female,village
850,4,1,5,2,1,5,5,2,4,few hours a day,5,17,0,female,city
851,5,5,5,4,5,3,1,3,5,few hours a day,1,20,2,male,city
852,5,3,5,4,3,5,2,1,4,few hours a day,4,19,2,male,village
853,5,1,5,3,3,5,1,3,5,few hours a day,4,30,4,female,village
854,5,1,4,2,3,3,5,3,4,few hours a day,2,27,0,male,city
855,5,4,5,4,4,3,4,3,4,few hours a day,3,19,1,male,city
856,5,3,5,4,4,5,4,2,3,few hours a day,2,17,1,female,city
857,5,5,5,2,1,5,2,2,4,most of the day,4,20,1,male,village
858,3,1,5,5,2,1,1,5,3,few hours a day,4,20,2,male,village
859,5,4,5,3,2,5,2,3,3,few hours a day,2,20,1,male,city
860,5,5,5,3,1,4,3,1,3,few hours a day,2,20,2,male,city
861,5,2,5,4,2,5,5,2,2,few hours a day,1,18,1,female,city
862,5,4,5,3,4,5,1,2,4,few hours a day,2,21,2,male,city
863,5,5,5,3,1,5,2,3,3,few hours a day,3,21,1,male,village
864,5,3,5,4,3,3,4,4,3,few hours a day,2,20,1,male,village
865,4,2,5,2,3,3,4,2,2,less than an hour a day,4,17,2,female,city
866,4,1,3,5,2,3,1,3,2,most of the day,1,23,1,male,city
867,5,1,5,4,3,5,5,2,4,few hours a day,4,25,1,female,city
868,5,2,4,2,2,4,1,2,4,few hours a day,4,18,0,male,village
869,5,1,5,5,1,5,3,4,2,few hours a day,5,18,1,female,city
870,5,4,5,2,3,2,4,1,3,few hours a day,4,25,1,female,city
871,5,3,5,5,5,5,5,5,5,most of the day,1,21,1,male,village
872,5,4,5,2,1,2,2,3,3,few hours a day,3,20,1,male,village
873,4,4,5,3,2,2,2,2,3,few hours a day,3,21,0,male,city
874,5,3,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city
875,5,4,5,1,1,5,1,3,3,few hours a day,1,20,2,female,village
876,5,3,5,2,5,4,2,4,3,few hours a day,5,19,1,male,city
877,5,1,5,4,3,2,1,3,5,few hours a day,4,22,2,male,city
878,4,4,5,2,4,4,2,2,4,less than an hour a day,4,26,3,male,city
879,4,5,5,2,4,5,1,2,3,less than an hour a day,2,23,0,male,city
880,5,4,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city
881,5,1,5,5,1,5,4,3,2,few hours a day,4,18,1,female,city
882,5,4,5,3,1,1,1,3,4,few hours a day,2,16,1,female,city
883,5,3,5,4,1,1,1,4,4,few hours a day,4,19,2,female,village
884,5,4,5,3,4,5,5,4,3,few hours a day,1,19,1,female,city
885,3,3,4,3,2,5,1,2,4,few hours a day,2,23,0,female,city
886,5,2,5,1,4,1,1,2,2,few hours a day,2,21,1,male,city
887,4,3,2,2,3,3,3,3,3,less than an hour a day,4,19,1,male,city
888,5,2,5,4,1,5,3,2,4,less than an hour a day,2,20,1,female,city
889,5,2,5,5,1,1,4,4,2,few hours a day,1,22,1,female,city
890,5,4,5,1,4,3,2,3,3,few hours a day,3,20,1,male,city
891,5,3,5,4,2,4,3,3,3,few hours a day,3,21,2,male,village
892,5,1,5,3,4,2,3,2,3,few hours a day,3,19,1,male,city
893,5,3,2,2,3,2,2,3,3,less than an hour a day,4,17,0,female,village
894,5,1,5,2,1,4,3,2,4,few hours a day,4,19,2,female,city
895,4,3,4,2,1,4,3,3,3,few hours a day,3,16,1,male,village
896,5,1,5,4,1,3,2,2,3,few hours a day,4,22,1,male,village
897,5,2,4,2,4,3,2,2,3,few hours a day,2,23,2,male,city
898,5,1,5,4,1,3,2,2,3,less than an hour a day,3,28,2,female,village
899,5,1,3,4,3,5,1,3,3,few hours a day,2,20,2,male,city
900,5,1,4,2,2,3,2,3,4,few hours a day,3,21,1,male,city
901,4,1,5,4,1,5,5,2,4,less than an hour a day,4,22,1,female,city
902,5,2,5,4,3,3,4,2,3,few hours a day,2,,,male,city
903,5,1,3,5,5,3,1,2,4,few hours a day,4,19,1,male,city
904,3,1,5,3,2,1,1,2,4,few hours a day,3,24,1,female,city
905,5,3,5,5,1,2,1,1,3,few hours a day,4,23,1,male,city
906,5,5,5,5,1,1,3,3,4,less than an hour a day,2,21,2,female,city
907,5,1,4,2,2,2,3,3,1,most of the day,1,22,1,female,city
908,5,3,5,2,2,2,3,4,4,few hours a day,3,18,1,male,city
909,5,2,3,3,2,3,2,5,5,less than an hour a day,4,28,2,female,city
910,5,1,5,5,4,1,1,2,4,few hours a day,4,18,0,female,city
911,5,1,4,5,5,5,1,4,4,few hours a day,4,23,1,female,village
912,5,3,4,4,3,4,,3,4,less than an hour a day,4,22,1,female,village
913,5,3,5,4,3,2,5,4,3,few hours a day,4,21,1,female,city
914,5,2,5,5,3,3,1,5,2,few hours a day,1,20,1,female,city
915,4,4,5,1,2,5,4,3,4,few hours a day,5,18,1,female,city
916,4,1,5,4,1,4,1,4,3,few hours a day,1,21,1,male,city
917,5,3,5,3,3,3,1,2,2,few hours a day,2,20,1,male,village
918,4,1,5,5,2,4,1,4,3,most of the day,4,21,1,female,village
919,5,1,5,5,2,1,2,3,4,few hours a day,2,21,1,female,city
920,4,1,3,3,1,1,3,1,3,few hours a day,3,20,2,female,city
921,5,3,4,2,3,4,2,2,1,few hours a day,4,17,0,male,city
922,5,4,5,2,3,5,5,3,3,few hours a day,3,20,1,female,city
923,5,3,5,3,1,3,4,4,4,few hours a day,2,23,3,female,city
924,5,1,5,3,1,5,1,1,4,few hours a day,4,19,0,female,city
925,5,2,5,3,1,5,4,2,5,few hours a day,5,20,0,female,city
926,5,1,5,2,3,1,1,2,3,few hours a day,4,22,1,male,city
927,5,3,5,1,1,5,1,3,4,few hours a day,4,19,1,female,city
928,5,3,5,3,1,5,5,3,2,few hours a day,4,19,0,female,city
929,3,3,3,4,3,3,2,1,3,few hours a day,3,27,1,female,city
930,5,3,5,3,1,1,5,5,3,few hours a day,3,18,5,female,city
931,5,2,5,1,2,3,1,4,4,most of the day,4,18,2,male,city
932,5,4,5,1,3,2,5,2,4,few hours a day,5,20,1,female,city
933,5,1,5,4,2,5,5,4,3,few hours a day,3,17,3,female,city
934,5,4,5,2,2,4,4,2,3,few hours a day,2,19,0,,city
935,5,1,5,3,1,5,5,3,3,few hours a day,3,16,1,female,city
936,4,3,4,2,2,2,5,4,3,few hours a day,2,21,0,female,city
937,5,2,5,3,5,5,3,5,2,few hours a day,5,18,4,female,village
938,5,5,5,4,5,5,3,5,5,few hours a day,1,19,0,female,city
939,4,4,5,2,3,4,5,2,4,few hours a day,3,20,0,female,city
940,5,5,,4,3,4,3,2,4,few hours a day,2,16,4,male,city
941,5,1,5,2,2,2,2,5,1,few hours a day,1,18,3,female,village
942,5,5,5,4,1,5,1,5,3,most of the day,4,24,0,male,village
943,4,2,5,3,4,5,2,2,3,less than an hour a day,2,22,2,female,city
944,5,2,5,4,2,5,5,2,4,few hours a day,3,19,1,female,village
945,5,1,3,4,5,5,1,1,3,few hours a day,1,22,1,male,city
946,5,2,5,3,1,1,4,4,3,few hours a day,1,22,0,male,city
947,5,1,4,2,1,3,3,4,3,few hours a day,3,16,1,female,village
948,5,2,5,4,5,5,4,2,4,few hours a day,4,18,1,female,village
949,5,2,5,1,2,5,1,3,3,most of the day,3,18,3,female,city
950,5,3,5,4,1,5,5,5,3,most of the day,5,15,0,male,village
951,4,5,5,1,3,1,3,4,1,most of the day,1,26,3,male,city
952,5,4,4,3,5,2,2,2,4,few hours a day,5,19,1,male,city
953,5,1,5,4,3,4,5,3,3,few hours a day,4,20,1,female,city
954,5,4,4,2,4,4,3,2,4,few hours a day,3,20,0,female,city
955,5,1,4,5,5,5,2,2,3,few hours a day,3,19,1,female,city
956,5,1,5,3,2,4,1,4,3,most of the day,3,20,2,male,city
957,5,2,4,3,1,1,3,3,4,few hours a day,3,20,5,male,city
958,5,4,4,3,1,5,5,3,4,few hours a day,2,22,2,female,city
959,4,1,4,4,3,4,5,4,4,few hours a day,2,24,1,female,city
960,5,1,5,5,3,1,3,1,3,few hours a day,3,,,female,city
961,5,4,5,5,5,5,1,3,3,few hours a day,5,20,3,male,village
962,5,1,3,5,3,1,1,4,4,less than an hour a day,5,21,1,female,village
963,4,4,5,5,1,3,1,1,1,most of the day,4,23,0,male,city
964,5,2,3,3,2,4,3,3,3,few hours a day,4,21,3,male,city
965,5,4,5,5,1,1,5,5,3,few hours a day,3,17,2,female,city
966,5,1,5,5,1,5,1,1,1,less than an hour a day,1,19,1,female,city
967,5,2,5,5,5,4,1,2,4,few hours a day,4,18,1,male,city
968,5,3,5,2,5,4,1,2,3,few hours a day,3,19,2,male,city
969,5,1,5,3,3,1,2,1,2,few hours a day,2,19,2,male,village
970,5,1,5,2,4,3,2,5,3,few hours a day,1,22,1,male,city
971,5,3,4,3,3,3,3,2,4,few hours a day,4,18,1,male,city
972,5,2,5,3,3,5,5,2,4,less than an hour a day,3,19,0,female,city
973,5,1,4,2,1,4,2,2,3,most of the day,4,20,2,female,city
974,5,2,5,3,5,3,3,1,1,few hours a day,3,21,0,female,city
975,5,5,5,5,1,5,5,1,2,most of the day,3,23,1,female,village
976,5,2,5,2,4,2,4,2,4,few hours a day,4,19,1,female,city
977,5,4,5,2,3,3,2,2,2,few hours a day,2,19,1,male,village
978,5,1,5,5,2,4,4,4,4,few hours a day,2,21,2,female,city
979,5,2,5,5,3,4,4,2,3,few hours a day,3,19,0,male,city
980,5,1,5,5,1,3,5,2,4,less than an hour a day,1,18,2,female,city
981,5,1,5,5,1,1,5,4,2,most of the day,5,19,1,female,village
982,5,1,4,1,3,4,1,3,4,few hours a day,2,18,2,male,city
983,5,2,5,2,1,4,5,2,3,few hours a day,2,22,2,female,village
984,5,1,4,1,1,4,5,3,1,most of the day,4,21,1,female,city
985,5,1,5,4,1,2,4,3,1,few hours a day,5,20,1,female,city
986,4,4,4,5,5,1,1,3,3,few hours a day,1,19,3,female,city
987,4,1,4,5,2,2,2,4,2,few hours a day,3,20,1,male,city
988,5,,5,5,4,1,1,5,3,few hours a day,1,19,0,male,city
989,5,5,3,5,1,1,1,5,3,most of the day,3,30,2,female,village
990,5,1,5,3,1,1,1,2,2,few hours a day,1,29,1,male,city
991,5,2,5,4,1,5,3,2,1,most of the day,3,21,0,male,city
992,4,5,4,5,5,1,5,3,3,most of the day,1,30,1,male,city
993,5,2,5,1,1,2,3,4,3,few hours a day,4,21,0,female,city
994,5,1,5,5,1,5,4,3,4,few hours a day,3,20,0,female,city
995,5,5,5,3,4,5,1,4,4,few hours a day,4,18,0,female,city
996,5,1,3,4,1,2,2,2,4,few hours a day,3,20,0,male,
997,5,1,4,1,2,5,4,2,,less than an hour a day,3,19,1,female,
998,5,5,5,3,5,1,1,2,3,few hours a day,4,28,1,male,city
999,5,5,4,4,5,1,2,3,3,few hours a day,3,19,1,male,city
1000,5,3,5,3,1,5,1,3,2,few hours a day,1,16,1,female,city
1001,5,3,3,3,1,4,1,2,2,few hours a day,2,18,2,female,city
1002,5,3,3,2,1,2,1,3,2,few hours a day,4,22,1,male,city
1003,4,4,5,3,1,5,4,3,4,few hours a day,3,20,1,female,city
1004,5,5,5,3,2,4,3,3,2,few hours a day,4,22,1,male,city
1005,5,3,5,4,1,4,2,4,4,few hours a day,3,20,1,female,city
1006,4,4,5,4,5,5,1,1,4,less than an hour a day,3,27,5,male,village
1007,4,1,4,2,3,5,2,4,4,most of the day,1,18,0,female,city
1008,5,2,5,3,1,4,3,3,3,most of the day,3,25,1,female,city
1009,5,3,5,2,2,5,1,3,3,few hours a day,5,21,1,male,village